property_type,property_price,property_address,property_details,property_area,property_description,property_mls_info,property_href,location,near_schools,walkscore_url,walkscore
Land,"$3,900,000 ","24830 Fairview Ave, Hayward, CA 94588",- beds | - bath | year built in: -,-,Don't miss this rare opportunity to own a 14+- acres lot in a desirable location in Hayward Hills.    Building plans for approximate of 25-27 homes in this giant lot is available.  WILLING TO LOOK AT ALL OFFERS!!!,"['MLS # : BE40893214', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Development Status : Other - Call Listing Agent, Site Plan', 'Existing Structures : -', 'Fencing : -', 'Lot Description : Corners Marked - No,  Other', 'Present Use : -', 'Utilities : Other, Other', 'Garage/Parking : -', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : Other', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : res']",https://www.mlslistings.com/property/be40893214/24830-fairview-ave-hayward-ca-94588/10432026,lat=37.6762517 | lng=-122.0444352,"['Martin Luther King, Jr. Elementary School Public PK-3 0.32 mi 2', 'Young Adult Program Public n/a 0.36 mi N/A', 'Lafayette Elementary School Public 2-5 0.4 mi 1', 'West Oakland Middle School Public 6-8 0.41 mi 1', 'Lincoln Elementary School Public K-5 0.66 mi 7', 'Home And Hospital Program Public K-12 0.7 mi N/A', 'Ralph J. Bunche High School Public 9-12 0.83 mi 2', 'Gateway To College at Laney College School Public 9-12 0.91 mi 1', 'Mcclymonds High School Public 9-12 0.93 mi 2', 'Oakland Adult And Career Education Public n/a 0.98 mi N/A', 'Edward Shands Adult Public n/a 0.98 mi N/A', 'Street Academy (Alternative) Public 9-12 1.13 mi N/A', 'Preparatory Literary Academy Of Cultural Excellence Public K-5 1.17 mi 1', 'Westlake Middle School Public 6-8 1.18 mi 1', 'Dewey Academy Public 9-12 1.19 mi N/A', 'Metwest High School Public 9-12 1.24 mi 4', 'La Escuelita Elementary School Public K-8 1.25 mi 2', 'Hoover Elementary School Public K-5 1.29 mi 1', 'Neighborhood Centers Adult Education Public n/a 1.61 mi N/A', 'Ruby Bridges Elementary School Public K-5 1.65 mi 3']",https://www.walkscore.com/score/loc/lat=37.760241/lng=-122.2253036/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,9
Single Family Residence,"$1,190,000 ","1468 Stannage Ave, Berkeley, CA 94702",5 beds | 3/2 bath | year built in: 1983,"2,905","Space, location, & versatility in vibrant Westbrae! Modern construction with clean lines. Currently configured as a duplex, it easily converts to one large home. Enjoy 5 bedrooms, 3 bathrooms and 2 half baths; large closets, spacious master suite. Light, bright, and refreshed throughout: updated kitchens and baths, recently replaced roof and dual pane windows. Off street parking includes one garage space with interior access. Private outdoor space for dining or play. Huge detached shed for storage. Fantastic location near cafes, Acme Bread, Whole Foods, Monterey Market, North Berkeley BART, and Transbay commuter bus to SF. Open Sunday Jan 26th, 2-4pm.","['MLS # : EB40893212', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Dryer,  Washer, Updated', 'Dining Room : -', 'Family Room : -', 'Fireplace : None', 'Flooring : Carpet - Wall to Wall,  Other,  Tile,  Wood', 'Laundry : Laundry Area - In Unit', 'Cooling : None', 'Heating : Forced Air', 'Roof : Composition', 'Foundation : Slab', 'Pool : None, Pool - No', 'Style : Contemporary', 'Horse Property : -', 'Garage/Parking : Access - Interior, No Garage, Off-Street Parking, Parking Area, Garage: 1 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : Public', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/eb40893212/1468-stannage-ave-berkeley-ca-94702/10431981,lat=37.87682 | lng=-122.293035,"['Leo R. Croce Elementary School Public PK-5 1.04 mi 4', 'Andrew N. Christensen Middle School Public 6-8 1.41 mi 7', 'Altamont Creek Elementary School Public K-5 1.69 mi 7', 'Jackson Avenue Elementary School Public K-5 1.86 mi 6']",https://www.walkscore.com/score/loc/lat=37.7049793/lng=-121.9543545/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,88
Condominium,"$674,000 ","1200 65th St, Emeryville, CA 94608",1 beds | 1 bath | year built in: 2003,"1,249","Loft-Style Condo in the Award-winning Oliver Lofts meticulously upgraded and featuring soaring ceilings, wonderful light, custom finishes throughout and a large, luxurious floor plan with walls of windows. The open floor plan includes a living room, dining room and a stunning modern kitchen. The large office space could serve as a 2nd bedroom, den, or exercise room. Upstairs is a full bath and spacious bedroom with a wall of windows and in-unit laundry. Secure garage parking for 1 car, bike rack & motorcycle parking, a Conference room, spacious roof-top deck with views, an elevator and bike storage room! Close to everything, located on a walking/biking trail just a few blocks from the coveted Berkeley Bowl and the exciting newly renovated Public Market with shops, modern restaurants, a Bar and entertainment! A commuter's dream, with easy freeway access, express buses to SF and just a short drive to San Francisco, Berkeley and Oakland. A Free shuttle will take you to BART in minutes!","['MLS # : CC40893207', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Cooktop - Electric,  Dishwasher, Garbage Disposal,  Microwave,  Refrigerator,  Dryer,  Washer, Countertop - Solid Surface / Corian,  Updated', 'Dining Room : -', 'Family Room : -', 'Fireplace : None', 'Flooring : Carpet - Wall to Wall,  Hardwood,  Tile', 'Laundry : Laundry Area - In Unit', 'Cooling : None', 'Heating : Forced Air', 'Roof : Other', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Contemporary', 'Horse Property : -', 'Garage/Parking : Attached Garage, Below Building,  Garage, Gate/Door Opener, Spaces per Unit - 1, Garage: 1 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : -', 'HOA Fee : $588', 'Complex Amenities : Other', 'Zoning : -']",https://www.mlslistings.com/property/cc40893207/1200-65th-st-emeryville-ca-94608/10431931,lat=37.8477218 | lng=-122.2886928,"['Emma C. Smith Elementary School Public K-5 1.84 mi 8', 'William Mendenhall Middle School Public 6-8 1.89 mi 8']",https://www.walkscore.com/score/loc/lat=37.6571351/lng=-121.8255237/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,91
Residential,"$850,000 ","37136 Magnolia Street, Newark, CA 94560",2 beds | 1 bath | year built in: 1915,832,"Possible income property! Approved plans for duplex, over 4,000 sf with 4 bedroom and 4 bathrooms in each unit.","['MLS # : BE40893209', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Other, Countertop - Solid Surface / Corian,  Other', 'Dining Room : Other', 'Family Room : -', 'Fireplace : None', 'Flooring : Wood', 'Laundry : Hookups - No,  Other', 'Cooling : None', 'Heating : No Heating', 'Roof : Composition', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Unknown', 'Horse Property : -', 'Garage/Parking : No Garage, Off-Street Parking, Garage: 0 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : Public', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/be40893209/37136-magnolia-street-newark-ca-94560/10431966,lat=37.529066 | lng=-122.033316,"['Thornton Junior High School Public 7-8 0.52 mi 8', 'Cabrillo Elementary School Public K-6 0.52 mi 5', 'Glenmoor Elementary School Public K-6 0.57 mi 7', 'Oliveira Elementary School Public K-6 0.77 mi 7', 'Centerville Junior High Public 7-8 0.78 mi 7', 'John G. Mattos Elementary School Public K-6 0.81 mi 6', 'Tom Maloney Elementary School Public K-6 0.9 mi 7', 'American High School Public 9-12 0.99 mi 10', 'Washington High School Public 9-12 1.06 mi 8', 'E. L. Musick Elementary School Public K-6 1.11 mi 4', 'Birch Grove Intermediate Public 3-6 1.19 mi 6', 'Patterson Elementary School Public K-6 1.28 mi 6', 'Bridgepoint High (Continuation) School Public 9-12 1.32 mi N/A', 'Crossroads High (Alternative) School Public K-12 1.32 mi 2', 'Newark Adult Public n/a 1.32 mi N/A', 'Brookvale Elementary School Public K-6 1.33 mi 7', 'Newark Junior High School Public 7-8 1.35 mi 4', 'Birch Grove Primary Public K-6 1.42 mi N/A', 'Young Adult Program Public 9-12 1.45 mi N/A', 'Fremont Adult Public n/a 1.51 mi N/A']",https://www.walkscore.com/score/loc/lat=37.5218607/lng=-122.0089537/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,66
Single Family Residence,"$2,695,000 ","210 Sandringham Rd, Piedmont, CA 94611",5 beds | 3 bath | year built in: 1946,"3,136","Elegant  Piedmont Traditional boasts 5 bedrooms, 3 baths plus a family room. The lush garden can be viewed from the sun-filled eat-in kitchen with Quartz counter tops. The inviting formal living room with fireplace, a grand entry and separate dining room with hardwood floors and filtered Bay views makes entertaining a delight. The main floor / fifth bedroom makes an ideal guest room or office and also has lovely vistas of the back garden. A laundry room and bath complete this level. The upper level includes a generous sized master suite with dressing room and bath. Three additional bedrooms share the hall bath. The lower level makes an ideal rumpus room, media /game room, complete with the original built-in bar. Other features include an elevator, ample storage and garage with interior access. Located in upper Piedmont, is home to top-rated schools, within close proximity to the Glenview Shopping District, Montclair Village shops &  restaurants, easily accessible to HWY  24 & 580.","['MLS # : EB40893194', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Stall Shower(s),  Tile,  Tub', 'Kitchen : Dishwasher, Garbage Disposal, Oven - Built-In, Oven - Double, Oven - Self Cleaning, Oven Range - Gas,  Refrigerator, 220 Volt Outlet, Countertop - Solid Surface / Corian, Countertop - Stone, Eat In Kitchen, Hookups - Ice Maker,  Updated', 'Dining Room : Formal Dining Room', 'Family Room : -', 'Fireplace : Gas Starter, Living Room, Wood Burning', 'Flooring : Hardwood', 'Laundry : Hookups Only, In Laundry Room', 'Cooling : None', 'Heating : Forced Air', 'Roof : Wood', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Traditional', 'Horse Property : -', 'Garage/Parking : Access - Interior, Attached Garage,  Garage, Gate/Door Opener, Garage: 2 Car(s)', 'Elementary District : Piedmont City Unified', 'High School District : Piedmont City Unified', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/eb40893194/210-sandringham-rd-piedmont-ca-94611/10431782,lat=37.8145072 | lng=-122.2157731,"['Edison Elementary School Public K-5 0.59 mi 9', 'Lincoln Middle School Public 6-8 0.69 mi 9', 'Frank Otis Elementary School Public K-5 0.82 mi 7', 'Bridges Academy Public K-5 1.16 mi 1', 'Alameda High School Public 9-12 1.28 mi 9', 'Amelia Earhart Elementary School Public K-5 1.29 mi 9', 'Fremont High Public 9-12 1.3 mi 1', 'International Community School Public K-5 1.41 mi 2', 'Think College Now School Public K-5 1.41 mi 3', 'Global Family School Public K-5 1.48 mi 2', 'Urban Promise Academy Public 6-8 1.53 mi 2', 'Henry Haight Elementary School Public K-5 1.55 mi 7', 'Horace Mann Elementary School Public K-5 1.56 mi 1', 'Greenleaf Elementary School Public K-8 1.7 mi 4', 'Life Academy Public 6-12 1.74 mi 3', 'United For Success Academy Public 6-8 1.74 mi 1', 'Coliseum College Prep Academy Public 6-12 1.76 mi 4', 'Roots International Academy Public 6-8 1.76 mi 1', 'Community United Elementary School Public K-5 1.84 mi 1', 'Futures Elementary School Public K-5 1.84 mi 1']",https://www.walkscore.com/score/loc/lat=37.695019/lng=-121.891894/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,59
Single Family Residence,"$934,800 ","2707 Pismo Ter, Fremont, CA 94538",3 beds | 2/1 bath | year built in: 2014,"1,712","*Gorgeous 3 Bedroom 2.5 Bathrooms Single Family home located in the Gomes Neighborhood  *Freshly painted interior *Hardwood floors throughout *Canned lighting throughout *Large kitchen w/granite counter tops, island, pantry, and stainless-steel appliances *Tall ceilings *4 panel windows for noise reduction *Balcony off family room *Paver side yard patio *Ground floor bedroom great for in laws or as an office *Master suite has lots of natural daylight  *Master bathroom features long vanity w/lots of countertop space, large walk in shower, and big walk in closet *Laundry located inside house *Central A/C and heating *Walking distance to Lake Elizabeth Park with private walk path for community residents *Close to Bart station *Close to Tesla *Close to Facebook Fremont office *Easy Access to 680 Freeway and highway 238 *Hurry Up! Don’t miss this great opportunity to Own this Fantastic Home","['MLS # : BE40893203', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Shower(s) over Tub(s), Solid Surface, Updated Bath(s)', 'Kitchen : Dishwasher,  Microwave, Oven Range, Oven Range - Gas, Countertop - Stone,  Island, Kitchen/Family Room Combo,  Pantry,  Updated', 'Dining Room : Dining Area, Formal Dining Room', 'Family Room : Separate Family Room', 'Fireplace : None', 'Flooring : Hardwood,  Linoleum', 'Laundry : In Closet,  None', 'Cooling : Multi-Zone', 'Heating : Heating - 2+ Zones', 'Roof : Composition', 'Foundation : Slab', 'Pool : None, Pool - No', 'Style : Unknown', 'Horse Property : -', 'Garage/Parking : Attached Garage,  Garage, Garage: 2 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : $132', 'Complex Amenities : Other', 'Zoning : -']",https://www.mlslistings.com/property/be40893203/2707-pismo-ter-fremont-ca-94538/10431895,lat=37.5402095 | lng=-121.9553321,"['Dublin Elementary School Public K-5 1.2 mi 8', 'Murray Elementary School Public K-5 1.64 mi 7', 'Country Club Elementary School Public K-5 1.79 mi 9', 'Dublin Adult Education Public n/a 1.84 mi N/A', 'Valley High (Continuation) School Public 9-12 1.85 mi N/A', 'Dublin High School Public 9-12 1.9 mi 10', 'Frederiksen Elementary School Public K-5 1.91 mi 7']",https://www.walkscore.com/score/loc/lat=37.822242/lng=-122.2321073/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,51
Single Family Residence,"$849,000 ","280 Santa Clara Avenue, Oakland, CA 94610",3 beds | 1 bath | year built in: 1927,"1,592","Located in the vibrant Grand Lake/Rose Garden neighborhood, 280 Santa Clara is a beguiling, light-filled 3+BD/1BA 1920s bungalow. Modern upgrades blend with appealing original details such as built-in cabinetry, wainscotting, crown molding, and hardwood floors. Mature landscaping and a huge backyard deck lend themselves to summer entertaining or just relaxing in the sun. In cooler weather, the delightful sunroom is an enchanting place to unwind with a cup of coffee. This splendid home is mere minutes from Lake Merrit, Splash Pad Park (for weekly farmers market), and the 7-acre Morcom Rose Garden (with its 5,000 rose bushes), as well as steps from Grand Avenue and Lakeshore Avenue Shops and restaurants. Neighborhood commute options currently include several casual carpool stops, an express bus to San Francisco, and convenient 580 freeway access.","['MLS # : BE40893202', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Shower(s) over Tub(s), Solid Surface,  Tile, Updated Bath(s)', 'Kitchen : Dishwasher, Garbage Disposal, Oven - Built-In, Oven - Double, Oven Range - Gas, Countertop - Stone,  Updated', 'Dining Room : Formal Dining Room', 'Family Room : -', 'Fireplace : Brick, Wood Burning', 'Flooring : Carpet - Wall to Wall,  Hardwood,  Linoleum,  Tile', 'Laundry : Hookup - Gas Dryer, Hookups Only', 'Cooling : None', 'Heating : Floor Furnace,  Gas, Wall Furnace', 'Roof : Composition, Tar/Gravel', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Bungalow', 'Horse Property : -', 'Garage/Parking : No Garage, Off-Street Parking, Garage: 0 Car(s)', 'Elementary District : Oakland Unified', 'High School District : Oakland Unified', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/be40893202/280-santa-clara-avenue-oakland-ca-94610/10431894,lat=37.8167362 | lng=-122.2494584,"['Vintage Hills Elementary School Public K-5 1.62 mi 10', 'Emma C. Smith Elementary School Public K-5 1.75 mi 8', 'William Mendenhall Middle School Public 6-8 1.9 mi 8']",https://www.walkscore.com/score/loc/lat=37.766165/lng=-122.129067/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,89
Single Family Residence,"$1,399,000 ","5258 Rancho Del Norte Dr, Fremont, CA 94555",4 beds | 2/1 bath | year built in: 2018,"2,035","Welcome to this Gorgeous move in ready Newly built home in Patterson Ranch. Built in 2018. This high-quality 4 bedroom, 2.5 bath home features modern amenities, and a central location that cannot be beat. Cornet lot. Many windows throughout bring lots of nature light. Central AC & Heating. Tankless water heater. Just steps from the park with a playground and tennis courts and is perfectly located in Ardenwood with easy access to commuter routes, near 880, Dumbarton Bridge, BART, and tech companies.This beautiful home invites you to settle in and enjoy the best recreation and entertainment venues in the area!","['MLS # : BE40893173', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Shower(s) over Tub(s), Solid Surface, Updated Bath(s)', 'Kitchen : Dishwasher, Garbage Disposal,  Microwave, Oven - Built-In, Oven Range - Gas,  Refrigerator,  Dryer,  Washer, Countertop - Stone,  Island,  Updated', 'Dining Room : Dining Area', 'Family Room : Separate Family Room', 'Fireplace : None', 'Flooring : Carpet - Wall to Wall,  Tile,  Vinyl', 'Laundry : In Laundry Room', 'Cooling : Multi-Zone', 'Heating : Heating - 2+ Zones', 'Roof : Composition', 'Foundation : Slab', 'Pool : None, Pool - No', 'Style : Contemporary', 'Horse Property : -', 'Garage/Parking : Attached Garage,  Garage, Off-Street Parking, Garage: 2 Car(s)', 'Elementary District : Fremont Unified', 'High School District : Fremont Unified', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : $180', 'Complex Amenities : Club House, Garden / Greenbelt/ Trails,  Playground', 'Zoning : -']",https://www.mlslistings.com/property/be40893173/5258-rancho-del-norte-dr-fremont-ca-94555/10431483,lat=37.5652701 | lng=-122.0631551,"['Newark Memorial High School Public 9-12 0.4 mi 5', 'Birch Grove Primary Public K-6 0.61 mi N/A', 'Joseph Azevada Elementary School Public K-6 1.03 mi 8', 'Birch Grove Intermediate Public 3-6 1.12 mi 6', 'John G. Mattos Elementary School Public K-6 1.14 mi 6', 'Young Adult Program Public 9-12 1.47 mi N/A', 'Mission Valley Rocp School Public 9-12 1.47 mi N/A', 'John F. Kennedy High School Public 9-12 1.49 mi 7', 'Fremont Adult Public n/a 1.5 mi N/A', 'G. M. Walters Junior High School Public 7-8 1.66 mi 5', 'Glenmoor Elementary School Public K-6 1.67 mi 7', 'Tom Maloney Elementary School Public K-6 1.74 mi 7', 'John Blacow Elementary School Public K-6 1.8 mi 5', 'Brier Elementary School Public K-6 1.83 mi 6', 'E. L. Musick Elementary School Public K-6 1.89 mi 4', 'Steven Millard Elementary School Public K-6 1.93 mi 8']",https://www.walkscore.com/score/loc/lat=37.618161/lng=-122.086465/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,11
Single Family Residence,"$1,895,000 ","833 Castlewood Pl, Pleasanton, CA 94566",5 beds | 3/1 bath | year built in: 1991,"5,193","Opportunity Knocks! Create your own luxury masterpiece with this extreme value in one of the most desirable neighborhoods in Pleasanton.  Fabulous setting in Castlewood with awe-inspiring views.  House needs updating/remodeling but has loads of potential.  Many great features to work with, including soaring vaulted ceilings, skylights, large balcony off the family room and master, spacious open kitchen & family room, newer appliances, and three fireplaces. Great floor plan with main living areas, master bedroom, additional bedroom suite, powder bath, and garage all on the street level.   Lower level has 3 large bedrooms plus laundry room, large bath, and game room.  Perfect for the buyer searching for an opportunity to remodel and add the custom finishes and style that suits their taste, with lots of upside at this amazing price point.","['MLS # : BE40893197', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Shower(s) over Tub(s), Stall Shower(s),  Tile', 'Kitchen : Updated', 'Dining Room : Formal Dining Room', 'Family Room : Separate Family Room', 'Fireplace : Family Room, Living Room, Master Bedroom', 'Flooring : Carpet - Wall to Wall,  Stone,  Tile', 'Laundry : In Laundry Room', 'Cooling : Multi-Zone', 'Heating : Heating - 2+ Zones', 'Roof : Tile', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Contemporary', 'Horse Property : -', 'Garage/Parking : Attached Garage,  Garage, Gate/Door Opener, Garage: 3 Car(s)', 'Elementary District : Pleasanton Unified', 'High School District : Pleasanton Unified', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : $95', 'Complex Amenities : Other', 'Zoning : -']",https://www.mlslistings.com/property/be40893197/833-castlewood-pl-pleasanton-ca-94566/10431832,lat=37.6341052 | lng=-121.8964159,"['Thomas S. Hart Middle School Public 6-8 0.75 mi 9', 'Fairlands Elementary School Public K-5 0.98 mi 8', 'James Dougherty Elementary School Public K-5 1.13 mi 9', 'Donlon Elementary School Public K-5 1.21 mi 10', 'Harvest Park Middle School Public 6-8 1.44 mi 9', 'Walnut Grove Elementary School Public K-5 1.56 mi 9', 'Henry P. Mohr Elementary School Public K-5 1.76 mi 9', 'Valley High (Continuation) School Public 9-12 1.89 mi N/A', 'Lydiksen Elementary School Public K-5 1.9 mi 9', 'Dublin Adult Education Public n/a 1.91 mi N/A', 'Alisal Elementary School Public K-5 1.91 mi 7', 'Wells Middle School Public 6-8 1.92 mi 6']",https://www.walkscore.com/score/loc/lat=37.8593368/lng=-122.2866772/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,0
Condominium,"$599,000 ","2316 Lakeshore Ave, Oakland, CA 94606",2 beds | 2 bath | year built in: 1962,"1,054","Location, location, location! This bright and cheerful mid-century condominium is located on the shores of Oakland’s iconic Lake Merritt right next to the famed Cleveland Cascade steps. With a walkscore of 89, this condo sits just steps from the best that lakeside living has to offer, from the picnic-friendly green spaces around Lake Merritt to the weekly farmers’ market and all the best that the Cleveland Heights and Grand Lake neighborhoods have to offer. The next owner will enjoy an open layout, woodsy views, and two spacious bedrooms, one of which has an en-suite bathroom and an enormous walk-in closet.","['MLS # : EB40893183', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Shower(s) over Tub(s),  Tile', 'Kitchen : Cooktop - Electric,  Dishwasher,  Refrigerator, Countertop - Stone', 'Dining Room : -', 'Family Room : -', 'Fireplace : None', 'Flooring : Hardwood,  Tile', 'Laundry : Community Facility, In Laundry Room,  None', 'Cooling : Other', 'Heating : Forced Air', 'Roof : Other', 'Foundation : -', 'Pool : Gunite, Pool - No', 'Style : Unknown', 'Horse Property : -', 'Garage/Parking : No Garage, Parking Space(s), Garage: 1 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : $744', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/eb40893183/2316-lakeshore-ave-oakland-ca-94606/10431623,lat=37.806705 | lng=-122.249468,"['Piedmont Adult Education Public n/a 0.08 mi N/A', 'Piedmont Middle School Public 6-8 0.1 mi 10', 'Millennium High Alternative School Public 9-12 0.11 mi N/A', 'Piedmont High School Public 9-12 0.11 mi 10', 'Wildwood Elementary School Public K-5 0.24 mi 9', 'Havens Elementary School Public K-5 0.24 mi 9', 'Beach Elementary School Public K-5 0.78 mi 9', 'Crocker Highlands Elementary School Public K-5 0.8 mi 10', 'Piedmont Avenue Elementary School Public K-5 1.03 mi 2', 'Oakland High School Public 9-12 1.2 mi 2', 'Montclair Elementary School Public K-5 1.23 mi 9', 'Hillcrest Elementary School Public K-8 1.27 mi 9', 'Edna Brewer Middle School Public 6-8 1.29 mi 6', 'Glenview Elementary School Public K-5 1.38 mi 6', 'Oakland Technical High School Public 9-12 1.38 mi 7', 'Cleveland Elementary School Public K-5 1.4 mi 7', 'Thornhill Elementary School Public K-5 1.49 mi 9', 'Bella Vista Elementary School Public K-5 1.55 mi 5', 'Westlake Middle School Public 6-8 1.62 mi 1', 'Emerson Elementary School Public K-5 1.63 mi 1']",https://www.walkscore.com/score/loc/lat=37.6601491/lng=-121.8555571/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,94
Condominium,"$699,000 ","655 12th St, Oakland, CA 94607",2 beds | 2 bath | year built in: 2003,861,"Welcome to the perfect city dwelling in the heart of Old Town. This spacious and light-filled two bed/two bath top floor condo in elevator building has an open concept living/dining space and soaring windows and ceilings that maximize the sense of space. Escape the hustle and bustle of urban life in the tranquil master suite that overlooks the landscaped courtyard and includes an ensuite bathroom with a massive walk-in closet. The second bedroom offers ideal flexibility—perfect as a guest room, office, or nursery, with a large full bathroom adjacent. With washer and dryer in unit, all new stainless steel kitchen appliances, deeded parking, this home truly has it all. Located right across from prestigious Preservation Park and Pardee Home Museum, it has a walk score of 96, near all the restaurants, shops, movie theatre and farmers’ markets in the Uptown district, Old Town Oakland and Jack London Square. A few blocks from BART, public transit, ferry and fwy access.","['MLS # : MR40893190', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Cooktop - Electric,  Dishwasher,  Microwave,  Refrigerator,  Dryer,  Washer', 'Dining Room : -', 'Family Room : -', 'Fireplace : None', 'Flooring : Hardwood', 'Laundry : Laundry Area - In Unit', 'Cooling : Air Conditioning - None', 'Heating : Electric', 'Roof : Other', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Unknown', 'Horse Property : -', 'Garage/Parking : Garage, Gate/Door Opener, Garage: 1 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : -', 'HOA Fee : $360', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/mr40893190/655-12th-st-oakland-ca-94607/10431747,lat=37.8045763 | lng=-122.2773515,"['Grass Valley Elementary School Public K-5 0.93 mi 2', 'Howard Elementary School Public K-5 1.26 mi 2', 'Independent Study, Sojourner Truth School Public K-12 1.34 mi 1', 'Rudsdale Continuation School Public 9-12 1.39 mi 2', 'Castlemont High Public 9-12 1.92 mi 1']",https://www.walkscore.com/score/loc/lat=37.710384/lng=-121.845773/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,96
