property_price,property_description,property_address,property_details,property_hyperlink
"$515,000","1,120 sq. ft. | 2 beds | 1.5 baths","8408 Delta Drive   Gilroy,                     CA 95020","['Square Feet: 1,120', '', 'Bedrooms: 2', 'Bathrooms: 1.5', 'Additional Rooms: 4', '            BreakfastNook    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            WalkInCloset    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', 'Hardwood', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating']",https://www.forsalebyowner.com/listing/8408-Delta-Drive-Gilroy-CA/5ddb4f35e49e3a7d678b4569
"$792,500","3,170 sq. ft. | 4 beds | 3 baths","22141 Crestline Trail   Santa Clarita,                     CA 91390","['Square Feet: 3,170', '', 'Bedrooms: 4', 'Bathrooms: 3', 'Additional Rooms: 8', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            Office    ', '', '            LaundryRoom    ', '', '            Pantry    ', '', '            WalkInCloset    ', '', 'Floor Coverings', '', 'Carpet', 'Laminate', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'Fireplace']",https://www.forsalebyowner.com/listing/22141-Crestline-Trail-Santa-Clarita-CA/5d19140ee49e3adf698b456a
"$580,000","1,567 sq. ft. | 3 beds | 2 baths","8013 Louise Avenue   Los Angeles,                     CA 91325","['Square Feet: 1,567', '', 'Bedrooms: 3', 'Bathrooms: 2', 'Floor Coverings', '', 'Carpet', 'Hardwood', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'Hottub/Spa']",https://www.forsalebyowner.com/listing/8013-Louise-Avenue-Los-Angeles-CA/5d14dcc2e49e3a28628b4568
"$245,000","1,936 sq. ft. | 3 beds | 2 baths","9223 61st Street West   Mojave,                     CA 93501","['Square Feet: 1,936', '', 'Bedrooms: 3', 'Bathrooms: 2', 'Additional Rooms: 5', '            MasterBath    ', '', '            DiningRoom    ', '', '            SolariumAtrium    ', '', '            Office    ', '', '            LaundryRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Laminate', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceJetted Bathtub']",https://www.forsalebyowner.com/listing/9223-61st-Street-West-Mojave-CA/5d18f73be49e3a64398b4568
"$389,000","1,447 sq. ft. | 2 beds | 2 baths","24317 Zurich Drive   Crestline,                     CA 92325","['Square Feet: 1,447', '', 'Bedrooms: 2', 'Bathrooms: 2', 'Additional Rooms: 7', '            MasterBath    ', '', '            Workshop    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            Office    ', '', '            LaundryRoom    ', '', '            Pantry    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'TrashCompactor', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceSecurity SystemFurnishedBasement']",https://www.forsalebyowner.com/listing/24317-Zurich-Drive-Crestline-CA/5d1ab052e49e3a2a6f8b4567
"$17,500",0 sq. ft. | 0 beds | 0 baths,"75177 Cottonwood Drive   Joshua Tree/Twentynine Palms,                     CA 92277",[''],https://www.forsalebyowner.com/listing/75177-Cottonwood-Drive-Joshua-Tree-Twentynine-Palms-CA/5da60d1de49e3aa95b8b4569
"$29,995","4,487 sq. ft. | 0 beds | 0 baths","30 Nautical Lane   Helendale,                     CA 92342","['Square Feet: 4,487']",https://www.forsalebyowner.com/listing/30-Nautical-Lane-Helendale-CA/5daf4d04e49e3a7f388b456d
"$860,000","5,308 sq. ft. | 5 beds | 4 baths","6190 Hidden Valley Road   Fallbrook,                     CA 92028","['Square Feet: 5,308', '', 'Bedrooms: 5', 'Bathrooms: 4', 'Additional Rooms: 8', '            BreakfastNook    ', '', '            MasterBath    ', '', '            Workshop    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            WalkInCloset    ', '', '            RecreationRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Laminate', 'Hardwood', 'Slate', 'Other', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceSecurity SystemHottub/SpaJetted BathtubMother-in-law ApartmentBasement']",https://www.forsalebyowner.com/listing/6190-Hidden-Valley-Road-Fallbrook-CA/5db1d150e49e3abd188b4569
"$229,000","1,100 sq. ft. | 2 beds | 1 baths","17729 North Cherry Creek Road   Grass Valley,                     CA 95949","['Square Feet: 1,100', '', 'Bedrooms: 2', 'Bathrooms: 1', 'Additional Rooms: 4', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', 'Floor Coverings', '', 'Laminate', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Freezer', 'RangeOven', '', 'Interior Keywords:', '', 'Mother-in-law Apartment']",https://www.forsalebyowner.com/listing/17729-North-Cherry-Creek-Road-Grass-Valley-CA/5db0dca0e49e3abe7c8b456c
"$599,000","1,600 sq. ft. | 3 beds | 2.5 baths","623 Whitney Way   Costa Mesa,                     CA 92626","['Square Feet: 1,600', '', 'Bedrooms: 3', 'Bathrooms: 2.5', 'Additional Rooms: 5', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            Pantry    ', '', 'Floor Coverings', '', 'Laminate', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating']",https://www.forsalebyowner.com/listing/623-Whitney-Way-Costa-Mesa-CA/5db31de4e49e3a63568b4568
"$1,250,000",0 sq. ft. | 2 beds | 2 baths,"1650 Jackson Street #805   San Francisco,                     CA 94109","['Bedrooms: 2', 'Bathrooms: 2', 'Additional Rooms: 4', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            LaundryRoom    ', '', 'Floor Coverings', '', 'Tile', 'Hardwood', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central Heating', '', 'Interior Keywords:', '', 'Fireplace']",https://www.forsalebyowner.com/listing/1650-Jackson-Street--805-San-Francisco-CA/5daf91ece49e3ae47f8b4567
"$64,900","435,600 sq. ft. | 0 beds | 0 baths","17845 Mobley Springs Rd   Nevada City,                     CA 95959","['Square Feet: 435,600']",https://www.forsalebyowner.com/listing/17845-Mobley-Springs-Rd-Nevada-City-CA/5db0ee74e49e3a807c8b456c
"$279,900","1,851 sq. ft. | 4 beds | 2 baths","940 Bridge St   Yuba City,                     CA 95991","['Square Feet: 1,851', '', 'Bedrooms: 4', 'Bathrooms: 2', 'Additional Rooms: 4', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            Office    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'Fireplace']",https://www.forsalebyowner.com/listing/940-Bridge-St-Yuba-City-CA/5db0ed08e49e3a38738b456a
"$399,900","1,479 sq. ft. | 4 beds | 2 baths","5421 Farmhouse Court   Salida,                     CA 95368","['Square Feet: 1,479', '', 'Bedrooms: 4', 'Bathrooms: 2', 'Additional Rooms: 4', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceSecurity System']",https://www.forsalebyowner.com/listing/5421-Farmhouse-Court-Salida-CA/5dae3838e49e3a82388b4567
"$325,000","1,981 sq. ft. | 4 beds | 2 baths","ON THE GOLF COURSE 5400 Singing Hills Drive   Las Vegas,                     NV 89130","['Square Feet: 1,981', '', 'Bedrooms: 4', 'Bathrooms: 2', 'Additional Rooms: 8', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            Pantry    ', '', '            WalkInCloset    ', '', '            RecreationRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceFurnishedJetted Bathtub']",https://www.forsalebyowner.com/listing/ON-THE-GOLF-COURSE-5400-Singing-Hills-Drive-Las-Vegas-NV/5df8e5bbe49e3ae0248b4567
"$679,000","1,228 sq. ft. | 3 beds | 2 baths","7765 west 91st street unit F3114   los angeles,                     CA 90293","['Square Feet: 1,228', '', 'Bedrooms: 3', 'Bathrooms: 2', 'Additional Rooms: 6', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            Office    ', '', '            LaundryRoom    ', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Freezer', 'RangeOven', '', 'Interior Keywords:', '', 'Security SystemHottub/Spa']",https://www.forsalebyowner.com/listing/7765-west-91st-street-unit-F3114-los-angeles-CA/5dae0eb9e49e3ad8388b456a
"$17,500",0 sq. ft. | 0 beds | 0 baths,"75177 Cottonwood Drive   Joshua Tree/Twentynine Palms,                     CA 92277",[''],https://www.forsalebyowner.com/listing/75177-Cottonwood-Drive-Joshua-Tree-Twentynine-Palms-CA/5da60d1de49e3aa95b8b4569
"$29,995","4,487 sq. ft. | 0 beds | 0 baths","30 Nautical Lane   Helendale,                     CA 92342","['Square Feet: 4,487']",https://www.forsalebyowner.com/listing/30-Nautical-Lane-Helendale-CA/5daf4d04e49e3a7f388b456d
"$860,000","5,308 sq. ft. | 5 beds | 4 baths","6190 Hidden Valley Road   Fallbrook,                     CA 92028","['Square Feet: 5,308', '', 'Bedrooms: 5', 'Bathrooms: 4', 'Additional Rooms: 8', '            BreakfastNook    ', '', '            MasterBath    ', '', '            Workshop    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            WalkInCloset    ', '', '            RecreationRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Laminate', 'Hardwood', 'Slate', 'Other', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceSecurity SystemHottub/SpaJetted BathtubMother-in-law ApartmentBasement']",https://www.forsalebyowner.com/listing/6190-Hidden-Valley-Road-Fallbrook-CA/5db1d150e49e3abd188b4569
"$229,000","1,100 sq. ft. | 2 beds | 1 baths","17729 North Cherry Creek Road   Grass Valley,                     CA 95949","['Square Feet: 1,100', '', 'Bedrooms: 2', 'Bathrooms: 1', 'Additional Rooms: 4', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', 'Floor Coverings', '', 'Laminate', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Freezer', 'RangeOven', '', 'Interior Keywords:', '', 'Mother-in-law Apartment']",https://www.forsalebyowner.com/listing/17729-North-Cherry-Creek-Road-Grass-Valley-CA/5db0dca0e49e3abe7c8b456c
"$599,000","1,600 sq. ft. | 3 beds | 2.5 baths","623 Whitney Way   Costa Mesa,                     CA 92626","['Square Feet: 1,600', '', 'Bedrooms: 3', 'Bathrooms: 2.5', 'Additional Rooms: 5', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            Pantry    ', '', 'Floor Coverings', '', 'Laminate', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating']",https://www.forsalebyowner.com/listing/623-Whitney-Way-Costa-Mesa-CA/5db31de4e49e3a63568b4568
"$1,250,000",0 sq. ft. | 2 beds | 2 baths,"1650 Jackson Street #805   San Francisco,                     CA 94109","['Bedrooms: 2', 'Bathrooms: 2', 'Additional Rooms: 4', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            LaundryRoom    ', '', 'Floor Coverings', '', 'Tile', 'Hardwood', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central Heating', '', 'Interior Keywords:', '', 'Fireplace']",https://www.forsalebyowner.com/listing/1650-Jackson-Street--805-San-Francisco-CA/5daf91ece49e3ae47f8b4567
"$64,900","435,600 sq. ft. | 0 beds | 0 baths","17845 Mobley Springs Rd   Nevada City,                     CA 95959","['Square Feet: 435,600']",https://www.forsalebyowner.com/listing/17845-Mobley-Springs-Rd-Nevada-City-CA/5db0ee74e49e3a807c8b456c
"$279,900","1,851 sq. ft. | 4 beds | 2 baths","940 Bridge St   Yuba City,                     CA 95991","['Square Feet: 1,851', '', 'Bedrooms: 4', 'Bathrooms: 2', 'Additional Rooms: 4', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            Office    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'Fireplace']",https://www.forsalebyowner.com/listing/940-Bridge-St-Yuba-City-CA/5db0ed08e49e3a38738b456a
"$399,900","1,479 sq. ft. | 4 beds | 2 baths","5421 Farmhouse Court   Salida,                     CA 95368","['Square Feet: 1,479', '', 'Bedrooms: 4', 'Bathrooms: 2', 'Additional Rooms: 4', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceSecurity System']",https://www.forsalebyowner.com/listing/5421-Farmhouse-Court-Salida-CA/5dae3838e49e3a82388b4567
"$325,000","1,981 sq. ft. | 4 beds | 2 baths","ON THE GOLF COURSE 5400 Singing Hills Drive   Las Vegas,                     NV 89130","['Square Feet: 1,981', '', 'Bedrooms: 4', 'Bathrooms: 2', 'Additional Rooms: 8', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            Pantry    ', '', '            WalkInCloset    ', '', '            RecreationRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceFurnishedJetted Bathtub']",https://www.forsalebyowner.com/listing/ON-THE-GOLF-COURSE-5400-Singing-Hills-Drive-Las-Vegas-NV/5df8e5bbe49e3ae0248b4567
"$679,000","1,228 sq. ft. | 3 beds | 2 baths","7765 west 91st street unit F3114   los angeles,                     CA 90293","['Square Feet: 1,228', '', 'Bedrooms: 3', 'Bathrooms: 2', 'Additional Rooms: 6', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            Office    ', '', '            LaundryRoom    ', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Freezer', 'RangeOven', '', 'Interior Keywords:', '', 'Security SystemHottub/Spa']",https://www.forsalebyowner.com/listing/7765-west-91st-street-unit-F3114-los-angeles-CA/5dae0eb9e49e3ad8388b456a
"$249,000","1,700 sq. ft. | 3 beds | 2 baths","10729 13th Avenue   Hanford,                     CA 93230","['Square Feet: 1,700', '', 'Bedrooms: 3', 'Bathrooms: 2', 'Additional Rooms: 5', '            MasterBath    ', '', '            MudRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            Pantry    ', '', 'Floor Coverings', '', 'Carpet', 'Laminate', 'Other', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'RangeOven', '', 'Interior Keywords:', '', 'Fireplace']",https://www.forsalebyowner.com/listing/10729-13th-Avenue-Hanford-CA/5d9f6488e49e3a90398b4568
"$325,000","1,375 sq. ft. | 2 beds | 2 baths","1283 Bear Springs Road   Twin Peaks,                     CA 92391","['Square Feet: 1,375', '', 'Bedrooms: 2', 'Bathrooms: 2', 'Additional Rooms: 5', '            BreakfastNook    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            WalkInCloset    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', 'Hardwood', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Interior Keywords:', '', 'FireplaceFurnished']",https://www.forsalebyowner.com/listing/1283-Bear-Springs-Road-Twin-Peaks-CA/5d6e1512e49e3a08078b456c
"$424,000","1,710 sq. ft. | 3 beds | 2 baths","100 Bell Hole Loop   Crescent City,                     CA 95531","['Stories: 1', '', '', '    Square Feet: 1,710', '', 'Bedrooms: 3', 'Bathrooms: 2', 'Additional Rooms: 6', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            Pantry    ', '', '            WalkInCloset    ', '', 'Floor Coverings', '', 'Carpet', 'Concrete', 'Tile', 'Hardwood', 'Other', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceSecurity SystemHottub/SpaJetted Bathtub']",https://www.forsalebyowner.com/listing/100-Bell-Hole-Loop-Crescent-City-CA/5d6dbc3ee49e3a20078b456a
"$84,000","1,000 sq. ft. | 2 beds | 1 baths","10707 jamacha Blvd # 14   Spring valley,                     CA 91978","['Square Feet: 1,000', '', 'Bedrooms: 2', 'Bathrooms: 1', 'Floor Coverings', '', 'Laminate', '', 'Appliances', '', 'Refrigerator', 'Microwave', 'Dryer', 'TrashCompactor', 'Freezer', 'Washer', '', 'Interior Keywords:', '', 'FurnishedHottub/Spa']",https://www.forsalebyowner.com/listing/10707-jamacha-Blvd---14-Spring-valley-CA/5d9fd414e49e3a74648b456a
"$525,000","1,650 sq. ft. | 2 beds | 2.5 baths","69777 Burlwood Drive   Mountain Center,                     CA 92561","['Square Feet: 1,650', '', 'Bedrooms: 2', 'Bathrooms: 2.5', 'Additional Rooms: 1', '            MasterBath    ', '', 'Floor Coverings', '', 'Tile', 'Hardwood', 'Other', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'RangeOven', 'Washer', '', 'Interior Keywords:', '', 'FireplaceFurnished']",https://www.forsalebyowner.com/listing/69777-Burlwood-Drive-Mountain-Center-CA/5da0dcf9e49e3a12678b456c
"$499,000",944 sq. ft. | 2 beds | 1 baths,"1015 N. Michillinda Ave. # 301   Pasadena,                     CA 91107","['Square Feet: 944', '', 'Bedrooms: 2', 'Bathrooms: 1', 'Floor Coverings', '', 'Laminate', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating']",https://www.forsalebyowner.com/listing/1015-N--Michillinda-Ave----301-Pasadena-CA/5da1134ae49e3a3b098b4567
"$305,000","1,400 sq. ft. | 3 beds | 2 baths","29985 California 94   Campo,                     CA 91906","['Square Feet: 1,400', '', 'Bedrooms: 3', 'Bathrooms: 2', 'Additional Rooms: 4', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', '', 'Appliances', '', 'Dishwasher', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Interior Keywords:', '', 'Security System']",https://www.forsalebyowner.com/listing/29985-California-94-Campo-CA/5d9e15d2e49e3a8e398b4568
"$325,000","1,981 sq. ft. | 4 beds | 2 baths","ON THE GOLF COURSE 5400 Singing Hills Drive   Las Vegas,                     NV 89130","['Square Feet: 1,981', '', 'Bedrooms: 4', 'Bathrooms: 2', 'Additional Rooms: 8', '            BreakfastNook    ', '', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            Pantry    ', '', '            WalkInCloset    ', '', '            RecreationRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceFurnishedJetted Bathtub']",https://www.forsalebyowner.com/listing/ON-THE-GOLF-COURSE-5400-Singing-Hills-Drive-Las-Vegas-NV/5df8e5bbe49e3ae0248b4567
"$795,500","1,824 sq. ft. | 3 beds | 2.5 baths","1310 Mandalay Beach Road   Oxnard,                     CA 93035","['Square Feet: 1,824', '', 'Bedrooms: 3', 'Bathrooms: 2.5', 'Additional Rooms: 5', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            WalkInCloset    ', '', 'Floor Coverings', '', 'Carpet', 'Laminate', 'Tile', 'Other', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceSecurity SystemFurnished']",https://www.forsalebyowner.com/listing/1310-Mandalay-Beach-Road-Oxnard-CA/5d9f642de49e3a7e398b4569
"$269,999","1,030 sq. ft. | 3 beds | 2 baths","1276 Val Verde Drive   Hemet,                     CA 92543","['Square Feet: 1,030', '', 'Bedrooms: 3', 'Bathrooms: 2', 'Additional Rooms: 1', '            MasterBath    ', '', 'Floor Coverings', '', 'Laminate', 'Tile', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating']",https://www.forsalebyowner.com/listing/1276-Val-Verde-Drive-Hemet-CA/5d70b722e49e3aeb668b456c
"$689,000","1,690 sq. ft. | 3 beds | 2.5 baths","1037 Badger Court   Santa Rosa,                     CA 95409","['Square Feet: 1,690', '', 'Bedrooms: 3', 'Bathrooms: 2.5', 'Additional Rooms: 5', '            MasterBath    ', '', '            DiningRoom    ', '', '            SolariumAtrium    ', '', '            SunRoom    ', '', '            LaundryRoom    ', '', 'Floor Coverings', '', 'Carpet', 'Tile', 'Hardwood', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'Dryer', 'TrashCompactor', 'Freezer', 'RangeOven', 'Washer', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceSecurity SystemHottub/SpaJetted Bathtub']",https://www.forsalebyowner.com/listing/1037-Badger-Court-Santa-Rosa-CA/5d70a3eae49e3a47678b456c
"$920,000","2,300 sq. ft. | 4 beds | 2 baths","9426 Olive St   Temple city,                     CA 91780","['Square Feet: 2,300', '', 'Bedrooms: 4', 'Bathrooms: 2', 'Additional Rooms: 4', '            DiningRoom    ', '', '            FamilyRoom    ', '', '            LaundryRoom    ', '', '            WalkInCloset    ', '', 'Floor Coverings', '', 'Carpet', 'Laminate', 'Hardwood', '', 'Interior Keywords:', '', 'Mother-in-law Apartment']",https://www.forsalebyowner.com/listing/9426-Olive-St-Temple-city-CA/5d1d221ae49e3ad1078b456a
"$559,900","1,069 sq. ft. | 3 beds | 1.5 baths","12581 Pine Street   Garden Grove,                     CA 92840","['Square Feet: 1,069', '', 'Bedrooms: 3', 'Bathrooms: 1.5', 'Additional Rooms: 3', '            MasterBath    ', '', '            DiningRoom    ', '', '            FamilyRoom    ', '', 'Floor Coverings', '', 'Hardwood', 'Slate', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Microwave', 'RangeOven', '', 'Heating & Cooling', 'Central AC', '', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceSecurity SystemHottub/Spa']",https://www.forsalebyowner.com/listing/12581-Pine-Street-Garden-Grove-CA/5d16cfbee49e3a52748b456c
"$469,000","3,786 sq. ft. | 4 beds | 3.5 baths","10726 Shadow Wood Lane   Weed,                     CA 96094","['Stories: 3', '', '', '    Square Feet: 3,786', '', 'Bedrooms: 4', 'Bathrooms: 3.5', 'Additional Rooms: 6', '            MasterBath    ', '', '            DiningRoom    ', '', '            MudRoom    ', '', '            SolariumAtrium    ', '', '            LaundryRoom    ', '', '            WalkInCloset    ', '', 'Floor Coverings', '', 'Carpet', 'Laminate', 'Tile', 'Hardwood', '', 'Appliances', '', 'Dishwasher', 'GarbageDisposal', 'Refrigerator', 'Freezer', 'RangeOven', '', 'Heating & Cooling', 'Central Heating', '', 'Interior Keywords:', '', 'FireplaceJetted BathtubBasement']",https://www.forsalebyowner.com/listing/10726-Shadow-Wood-Lane-Weed-CA/5d13ee2be49e3a0c068b4569
"$330,000","1,344 sq. ft. | 2 beds | 1 baths","1341 Carver Road   Modesto,                     CA 95350","['Stories: 1', '', '', '    Square Feet: 1,344', '', 'Bedrooms: 2', 'Bathrooms: 1', 'Additional Rooms: 1', '            LaundryRoom    ', '', 'Floor Coverings', '', 'Carpet', 'LinoleumVinyl', '', 'Appliances', '', 'Refrigerator', 'RangeOven']",https://www.forsalebyowner.com/listing/1341-Carver-Road-Modesto-CA/5d16534be49e3a54748b456a
"$210,000",0 sq. ft. | 0 beds | 0 baths,"5365 Pilot View Dr   Pilot Hill,                     CA 95664",[''],https://www.forsalebyowner.com/listing/5365-Pilot-View-Dr-Pilot-Hill-CA/5d1b688be49e3ab4288b456b
